date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2017-12-16,15:00,Championship,Matchweek 22,Sat,Home,W,1,0,Norwich City,44,30590,Liam Cooper,4-2-3-1,Darren England,Match Report,,12,3,,,0,0,2017,Leeds United
2017-12-23,15:00,Championship,Matchweek 23,Sat,Home,W,1,0,Hull City,45,35156,Liam Cooper,4-2-3-1,Steve Martin,Match Report,,5,3,,,0,0,2017,Leeds United
2017-12-26,15:00,Championship,Matchweek 24,Tue,Away,W,2,1,Burton Albion,63,5612,Liam Cooper,4-2-3-1,Darren Bond,Match Report,,12,2,,,0,0,2017,Leeds United
2017-12-30,15:00,Championship,Matchweek 25,Sat,Away,L,0,1,Birmingham City,48,21673,Gaetano Berardi,4-2-3-1,Tim Robinson,Match Report,,9,2,,,0,0,2017,Leeds United
2018-01-01,15:00,Championship,Matchweek 26,Mon,Home,D,0,0,Nott'ham Forest,51,32426,Liam Cooper,4-2-3-1,Jeremy Simpson,Match Report,,19,7,,,0,0,2017,Leeds United
2018-01-13,15:00,Championship,Matchweek 27,Sat,Away,L,0,1,Ipswich Town,43,18638,Liam Cooper,4-2-3-1,Robert Jones,Match Report,,12,2,,,0,0,2017,Leeds United
2018-01-20,15:00,Championship,Matchweek 28,Sat,Home,L,3,4,Millwall,49,33564,Liam Cooper,4-2-3-1,David Coote,Match Report,,19,11,,,0,0,2017,Leeds United
2018-01-30,19:45,Championship,Matchweek 29,Tue,Away,D,0,0,Hull City,44,17237,Pablo Hernández,4-4-2,Tony Harrington,Match Report,,6,0,,,0,0,2017,Leeds United
2018-02-03,15:00,Championship,Matchweek 30,Sat,Home,L,1,4,Cardiff City,62,30534,Pablo Hernández,4-2-3-1,Graham Scott,Match Report,,8,4,,,0,0,2017,Leeds United
2018-02-10,12:30,Championship,Matchweek 31,Sat,Away,L,1,2,Sheffield Utd,54,27553,Eunan O'Kane,4-3-3,Andy Madley,Match Report,,14,3,,,0,0,2017,Leeds United
2018-02-18,16:30,Championship,Matchweek 32,Sun,Home,D,2,2,Bristol City,55,28004,Pablo Hernández,4-4-2,Simon Hooper,Match Report,,14,3,,,0,0,2017,Leeds United
2018-02-21,19:45,Championship,Matchweek 33,Wed,Away,D,2,2,Derby County,43,27934,Liam Cooper,4-2-3-1,Keith Stroud,Match Report,,8,3,,,0,0,2017,Leeds United
2018-02-24,15:00,Championship,Matchweek 34,Sat,Home,W,1,0,Brentford,38,28428,Liam Cooper,4-2-3-1,Oliver Langford,Match Report,,9,4,,,0,0,2017,Leeds United
2018-03-02,19:45,Championship,Matchweek 35,Fri,Away,L,0,3,Middlesbrough,53,27621,Liam Cooper,4-2-3-1,Darren England,Match Report,,12,1,,,0,0,2017,Leeds United
2018-03-07,19:45,Championship,Matchweek 36,Wed,Home,L,0,3,Wolves,46,26434,Liam Cooper,4-2-3-1,Tim Robinson,Match Report,,6,3,,,0,0,2017,Leeds United
2018-03-10,15:00,Championship,Matchweek 37,Sat,Away,D,2,2,Reading,50,19770,Gaetano Berardi,4-2-3-1,Scott Duncan,Match Report,,19,8,,,0,0,2017,Leeds United
2018-03-17,15:00,Championship,Matchweek 38,Sat,Home,L,1,2,Sheffield Weds,56,31638,Gaetano Berardi,4-2-3-1,Keith Stroud,Match Report,,12,3,,,0,0,2017,Leeds United
2018-03-30,15:00,Championship,Matchweek 39,Fri,Home,W,2,1,Bolton,44,35377,Gaetano Berardi,4-4-2,Geoff Eltringham,Match Report,,16,6,,,0,0,2017,Leeds United
2018-04-03,19:45,Championship,Matchweek 40,Tue,Away,L,0,2,Fulham,40,21538,Gaetano Berardi,4-2-3-1,Peter Bankes,Match Report,,9,3,,,0,0,2017,Leeds United
2018-04-07,15:00,Championship,Matchweek 41,Sat,Home,D,1,1,Sunderland,55,30461,Gaetano Berardi,4-2-3-1,Jeremy Simpson,Match Report,,16,4,,,0,0,2017,Leeds United
2018-04-10,19:45,Championship,Matchweek 42,Tue,Away,L,1,3,Preston,50,14188,Pablo Hernández,4-2-3-1,Lee Probert,Match Report,,9,5,,,0,0,2017,Leeds United
2018-04-13,19:45,Championship,Matchweek 43,Fri,Away,L,0,1,Aston Villa,47,33374,Pablo Hernández,4-4-1-1,Tony Harrington,Match Report,,9,2,,,0,0,2017,Leeds United
2018-04-21,15:00,Championship,Matchweek 44,Sat,Home,W,2,1,Barnsley,55,30451,Pablo Hernández,4-2-3-1,Steve Martin,Match Report,,15,3,,,0,0,2017,Leeds United
2018-04-28,15:00,Championship,Matchweek 45,Sat,Away,L,1,2,Norwich City,49,26869,Liam Cooper,4-2-3-1,John Brooks,Match Report,,15,5,,,0,0,2017,Leeds United
2018-05-06,12:30,Championship,Matchweek 46,Sun,Home,W,2,0,QPR,54,30004,Liam Cooper,4-3-3,Darren England,Match Report,,14,6,,,0,0,2017,Leeds United
2017-08-05,15:00,Championship,Matchweek 1,Sat,Away,D,1,1,Fulham,52,20134,Russell Martin,3-5-2,James Linington,Match Report,,19,5,,,0,0,2017,Norwich City
2017-08-13,13:30,Championship,Matchweek 2,Sun,Home,L,1,3,Sunderland,71,26343,Russell Martin,3-5-2,Andy Madley,Match Report,,14,3,,,0,0,2017,Norwich City
2017-08-16,19:45,Championship,Matchweek 3,Wed,Home,W,2,0,QPR,46,26082,Wes Hoolahan,4-1-4-1,Oliver Langford,Match Report,,14,6,,,0,0,2017,Norwich City
2017-08-19,15:00,Championship,Matchweek 4,Sat,Away,L,2,4,Aston Villa,63,29157,Russell Martin,4-1-4-1,Jeremy Simpson,Match Report,,9,3,,,0,0,2017,Norwich City
2017-08-26,15:00,Championship,Matchweek 5,Sat,Away,L,0,4,Millwall,72,12671,Russell Martin,4-1-4-1,Tony Harrington,Match Report,,15,7,,,0,0,2017,Norwich City
2017-09-09,15:00,Championship,Matchweek 6,Sat,Home,W,1,0,Birmingham City,42,26335,Ivo Pinto,4-2-3-1,Simon Hooper,Match Report,,14,4,,,0,0,2017,Norwich City
2017-09-12,19:45,Championship,Matchweek 7,Tue,Home,D,0,0,Burton Albion,69,24841,Ivo Pinto,4-2-3-1,Andrew Davies,Match Report,,18,2,,,0,0,2017,Norwich City
2017-09-16,15:00,Championship,Matchweek 8,Sat,Away,W,1,0,Sheffield Utd,32,26218,Ivo Pinto,4-2-3-1,Scott Duncan,Match Report,,11,3,,,0,0,2017,Norwich City
2017-09-23,15:00,Championship,Matchweek 9,Sat,Home,D,0,0,Bristol City,49,25715,Ivo Pinto,4-2-3-1,Keith Stroud,Match Report,,15,1,,,0,0,2017,Norwich City
2017-09-26,19:45,Championship,Matchweek 10,Tue,Away,W,1,0,Middlesbrough,39,24084,Ivo Pinto,4-2-3-1,Jeremy Simpson,Match Report,,5,2,,,0,0,2017,Norwich City
2017-09-30,17:30,Championship,Matchweek 11,Sat,Away,W,2,1,Reading,46,14226,Ivo Pinto,4-2-3-1,Tim Robinson,Match Report,,6,3,,,0,0,2017,Norwich City
2017-10-14,15:00,Championship,Matchweek 12,Sat,Home,D,1,1,Hull City,72,25666,Ivo Pinto,4-2-3-1,Keith Stroud,Match Report,,25,7,,,0,0,2017,Norwich City
2017-10-22,12:00,Championship,Matchweek 13,Sun,Away,W,1,0,Ipswich Town,47,24928,Ivo Pinto,4-2-3-1,Tim Robinson,Match Report,,10,5,,,0,0,2017,Norwich City
2017-10-28,15:00,Championship,Matchweek 14,Sat,Home,L,1,2,Derby County,58,26048,Ivo Pinto,4-2-3-1,Peter Bankes,Match Report,,18,4,,,0,0,2017,Norwich City
2017-10-31,19:45,Championship,Matchweek 15,Tue,Home,L,0,2,Wolves,53,26554,Ivo Pinto,4-2-3-1,Darren England,Match Report,,14,2,,,0,0,2017,Norwich City
2017-11-04,15:00,Championship,Matchweek 16,Sat,Away,L,1,2,Bolton,67,14786,Ivo Pinto,4-2-3-1,Steve Martin,Match Report,,16,4,,,0,0,2017,Norwich City
2017-11-18,15:00,Championship,Matchweek 17,Sat,Home,D,1,1,Barnsley,49,25545,Ivo Pinto,4-4-1-1,Scott Duncan,Match Report,,12,2,,,0,0,2017,Norwich City
2017-11-21,19:45,Championship,Matchweek 18,Tue,Away,L,0,1,Nott'ham Forest,47,23831,Ivo Pinto,4-2-3-1,Tony Harrington,Match Report,,14,2,,,0,0,2017,Norwich City
2017-11-25,15:00,Championship,Matchweek 19,Sat,Home,D,1,1,Preston,52,21167,Ivo Pinto,4-2-3-1,Tim Robinson,Match Report,,9,3,,,0,0,2017,Norwich City
2017-12-01,19:45,Championship,Matchweek 20,Fri,Away,L,1,3,Cardiff City,63,17033,Ivo Pinto,4-2-3-1,Andrew Davies,Match Report,,14,5,,,0,0,2017,Norwich City
2017-12-09,17:30,Championship,Matchweek 21,Sat,Home,W,3,1,Sheffield Weds,49,25561,Ivo Pinto,4-2-3-1,James Linington,Match Report,,16,6,,,1,1,2017,Norwich City
2017-12-16,15:00,Championship,Matchweek 22,Sat,Away,L,0,1,Leeds United,56,30590,Ivo Pinto,4-2-3-1,Darren England,Match Report,,14,4,,,0,0,2017,Norwich City
2017-12-22,19:45,Championship,Matchweek 23,Fri,Home,L,1,2,Brentford,56,26725,Ivo Pinto,4-2-3-1,Jeremy Simpson,Match Report,,22,8,,,0,0,2017,Norwich City
2017-12-26,15:00,Championship,Matchweek 24,Tue,Away,W,2,0,Birmingham City,52,19967,Ivo Pinto,4-2-3-1,David Coote,Match Report,,16,8,,,0,0,2017,Norwich City
2017-12-30,15:00,Championship,Matchweek 25,Sat,Away,D,0,0,Burton Albion,53,4565,Ivo Pinto,4-2-3-1,Robert Jones,Match Report,,6,2,,,0,0,2017,Norwich City
2018-01-01,15:00,Championship,Matchweek 26,Mon,Home,W,2,1,Millwall,61,25774,Ivo Pinto,4-2-3-1,Steve Martin,Match Report,,17,5,,,0,0,2017,Norwich City
2018-01-13,15:00,Championship,Matchweek 27,Sat,Away,W,1,0,Bristol City,36,21282,Ivo Pinto,3-4-1-2,Simon Hooper,Match Report,,14,3,,,0,0,2017,Norwich City
2018-01-20,15:00,Championship,Matchweek 28,Sat,Home,L,1,2,Sheffield Utd,60,26486,Ivo Pinto,3-4-1-2,Tony Harrington,Match Report,,10,4,,,0,0,2017,Norwich City
2018-01-27,15:00,Championship,Matchweek 29,Sat,Away,W,1,0,Brentford,48,10252,Alexander Tettey,3-4-1-2,Scott Duncan,Match Report,,9,3,,,0,0,2017,Norwich City
2018-02-03,15:00,Championship,Matchweek 30,Sat,Home,W,1,0,Middlesbrough,74,25960,Alexander Tettey,3-4-1-2,Mike Jones,Match Report,,21,6,,,0,0,2017,Norwich City
2018-02-10,15:00,Championship,Matchweek 31,Sat,Away,D,1,1,Derby County,59,27171,Alexander Tettey,3-4-1-2,Jeremy Simpson,Match Report,,11,6,,,1,2,2017,Norwich City
2018-02-18,12:00,Championship,Matchweek 32,Sun,Home,D,1,1,Ipswich Town,65,27100,Alexander Tettey,3-4-1-2,David Coote,Match Report,,15,4,,,0,0,2017,Norwich City
2018-02-21,19:45,Championship,Matchweek 33,Wed,Away,D,2,2,Wolves,56,29100,Timm Klose,3-4-1-2,James Linington,Match Report,,9,6,,,0,0,2017,Norwich City
2018-02-24,15:00,Championship,Matchweek 34,Sat,Home,D,0,0,Bolton,75,25475,Alexander Tettey,4-1-4-1,Keith Stroud,Match Report,,15,3,,,0,0,2017,Norwich City
2018-03-06,19:45,Championship,Matchweek 36,Tue,Home,D,0,0,Nott'ham Forest,66,25184,Alexander Tettey,4-2-3-1,Darren England,Match Report,,15,5,,,0,0,2017,Norwich City
2018-03-10,15:00,Championship,Matchweek 37,Sat,Away,L,3,4,Hull City,57,15120,Alexander Tettey,4-2-3-1,Tim Robinson,Match Report,,12,6,,,2,2,2017,Norwich City
2018-03-13,19:45,Championship,Matchweek 35,Tue,Away,D,1,1,Barnsley,51,11508,Ivo Pinto,3-4-1-2,Steve Martin,Match Report,,12,4,,,0,0,2017,Norwich City
2018-03-17,15:00,Championship,Matchweek 38,Sat,Home,W,3,2,Reading,45,25098,Ivo Pinto,4-2-3-1,Oliver Langford,Match Report,,13,5,,,1,1,2017,Norwich City
2018-03-30,15:00,Championship,Matchweek 39,Fri,Home,L,0,2,Fulham,46,26750,Ivo Pinto,4-2-3-1,Keith Stroud,Match Report,,14,2,,,0,0,2017,Norwich City
2018-04-02,15:00,Championship,Matchweek 40,Mon,Away,L,1,4,QPR,57,14053,Ivo Pinto,4-2-3-1,James Linington,Match Report,,16,3,,,0,0,2017,Norwich City
2018-04-07,12:30,Championship,Matchweek 41,Sat,Home,W,3,1,Aston Villa,43,26278,Ivo Pinto,4-2-3-1,Peter Bankes,Match Report,,14,6,,,0,0,2017,Norwich City
2018-04-10,19:45,Championship,Matchweek 42,Tue,Away,D,1,1,Sunderland,56,24894,Ivo Pinto,4-2-3-1,David Coote,Match Report,,18,4,,,0,0,2017,Norwich City
2018-04-14,15:00,Championship,Matchweek 43,Sat,Home,L,0,2,Cardiff City,67,25503,Alexander Tettey,4-3-3,Tim Robinson,Match Report,,17,4,,,0,0,2017,Norwich City
2018-04-21,15:00,Championship,Matchweek 44,Sat,Away,D,0,0,Preston,56,13038,Alexander Tettey,4-3-3,Geoff Eltringham,Match Report,,12,0,,,0,0,2017,Norwich City
2018-04-28,15:00,Championship,Matchweek 45,Sat,Home,W,2,1,Leeds United,51,26869,Wes Hoolahan,4-2-3-1,John Brooks,Match Report,,18,5,,,0,0,2017,Norwich City
2018-05-06,12:30,Championship,Matchweek 46,Sun,Away,L,1,5,Sheffield Weds,60,28189,Timm Klose,4-2-3-1,Robert Jones,Match Report,,20,2,,,0,0,2017,Norwich City
2017-08-05,15:00,Championship,Matchweek 1,Sat,Away,L,0,1,Preston,42,18267,Glenn Loovens,4-4-1-1,Tony Harrington,Match Report,,6,1,,,0,0,2017,Sheffield Wednesday
2017-08-12,15:00,Championship,Matchweek 2,Sat,Home,D,1,1,QPR,49,25537,Glenn Loovens,4-4-2,Chris Kavanagh,Match Report,,14,4,,,0,0,2017,Sheffield Wednesday
2017-08-16,19:45,Championship,Matchweek 3,Wed,Home,D,1,1,Sunderland,63,27631,Tom Lees,4-3-1-2,Steve Martin,Match Report,,17,5,,,0,0,2017,Sheffield Wednesday
2017-08-19,15:00,Championship,Matchweek 4,Sat,Away,W,1,0,Fulham,45,20165,Tom Lees,4-4-2,Stuart Attwell,Match Report,,8,3,,,0,0,2017,Sheffield Wednesday
2017-08-26,15:00,Championship,Matchweek 5,Sat,Away,D,1,1,Burton Albion,57,5084,Tom Lees,4-4-2,Darren Bond,Match Report,,11,3,,,0,0,2017,Sheffield Wednesday
2017-09-09,17:30,Championship,Matchweek 6,Sat,Home,W,3,1,Nott'ham Forest,44,25710,Tom Lees,4-4-2,Andy Madley,Match Report,,18,7,,,0,0,2017,Sheffield Wednesday
2017-09-12,19:45,Championship,Matchweek 7,Tue,Home,W,2,1,Brentford,46,23536,Tom Lees,4-4-2,Jeremy Simpson,Match Report,,16,8,,,0,0,2017,Sheffield Wednesday
2017-09-16,15:00,Championship,Matchweek 8,Sat,Away,D,1,1,Cardiff City,60,19137,Tom Lees,4-4-2,Lee Probert,Match Report,,8,2,,,0,0,2017,Sheffield Wednesday
2017-09-24,13:15,Championship,Matchweek 9,Sun,Home,L,2,4,Sheffield Utd,63,32839,Tom Lees,4-1-2-1-2◆,Simon Hooper,Match Report,,12,2,,,0,0,2017,Sheffield Wednesday
2017-09-27,19:45,Championship,Matchweek 10,Wed,Away,L,0,1,Birmingham City,63,20365,Tom Lees,4-4-2,Steve Martin,Match Report,,18,3,,,0,0,2017,Sheffield Wednesday
2017-10-01,12:15,Championship,Matchweek 11,Sun,Home,W,3,0,Leeds United,54,27972,Tom Lees,4-4-2,Andy Madley,Match Report,,16,7,,,0,0,2017,Sheffield Wednesday
2017-10-14,15:00,Championship,Matchweek 12,Sat,Away,L,1,2,Bolton,67,17967,Tom Lees,4-4-2,David Coote,Match Report,,16,10,,,0,0,2017,Sheffield Wednesday
2017-10-21,15:00,Championship,Matchweek 13,Sat,Away,L,0,2,Derby County,40,27426,Glenn Loovens,4-4-2,Scott Duncan,Match Report,,11,1,,,0,0,2017,Sheffield Wednesday
2017-10-28,12:30,Championship,Matchweek 14,Sat,Home,D,1,1,Barnsley,57,27097,Tom Lees,4-4-2,Anthony Taylor,Match Report,,22,6,,,0,0,2017,Sheffield Wednesday
2017-10-31,19:45,Championship,Matchweek 15,Tue,Home,W,2,1,Millwall,60,23403,Glenn Loovens,4-4-2,James Linington,Match Report,,18,5,,,0,0,2017,Sheffield Wednesday
2017-11-04,15:00,Championship,Matchweek 16,Sat,Away,W,2,1,Aston Villa,44,33154,Glenn Loovens,4-4-2,Geoff Eltringham,Match Report,,10,2,,,0,0,2017,Sheffield Wednesday
2017-11-18,15:00,Championship,Matchweek 17,Sat,Home,D,0,0,Bristol City,51,25916,Glenn Loovens,4-4-2,Tony Harrington,Match Report,,9,0,,,0,0,2017,Sheffield Wednesday
2017-11-22,19:45,Championship,Matchweek 18,Wed,Away,D,2,2,Ipswich Town,68,15702,Glenn Loovens,4-4-2,Keith Stroud,Match Report,,15,2,,,1,1,2017,Sheffield Wednesday
2017-11-25,15:00,Championship,Matchweek 19,Sat,Away,D,0,0,Reading,43,18382,Glenn Loovens,4-4-2,David Coote,Match Report,,5,1,,,0,0,2017,Sheffield Wednesday
2017-12-02,15:00,Championship,Matchweek 20,Sat,Home,D,2,2,Hull City,62,25412,Glenn Loovens,4-4-2,Mike Jones,Match Report,,18,4,,,0,0,2017,Sheffield Wednesday
2017-12-09,17:30,Championship,Matchweek 21,Sat,Away,L,1,3,Norwich City,51,25561,Glenn Loovens,4-4-2,James Linington,Match Report,,9,4,,,0,0,2017,Sheffield Wednesday
2017-12-15,19:45,Championship,Matchweek 22,Fri,Home,L,0,1,Wolves,51,23809,Glenn Loovens,4-2-3-1,Darren Bond,Match Report,,5,1,,,0,0,2017,Sheffield Wednesday
2017-12-23,15:00,Championship,Matchweek 23,Sat,Home,L,1,2,Middlesbrough,45,27471,Sam Hutchinson,4-4-2,Peter Bankes,Match Report,,12,5,,,0,0,2017,Sheffield Wednesday
2017-12-26,15:00,Championship,Matchweek 24,Tue,Away,W,3,0,Nott'ham Forest,38,28635,Glenn Loovens,4-4-1-1,Andy Madley,Match Report,,19,8,,,1,1,2017,Sheffield Wednesday
2017-12-30,15:00,Championship,Matchweek 25,Sat,Away,L,0,2,Brentford,44,10853,Glenn Loovens,4-1-2-1-2◆,David Coote,Match Report,,6,1,,,0,0,2017,Sheffield Wednesday
2018-01-01,15:00,Championship,Matchweek 26,Mon,Home,L,0,3,Burton Albion,68,25506,Glenn Loovens,4-4-2,Darren England,Match Report,,17,3,,,0,0,2017,Sheffield Wednesday
2018-01-12,19:45,Championship,Matchweek 27,Fri,Away,D,0,0,Sheffield Utd,36,31120,Glenn Loovens,3-5-2,David Coote,Match Report,,12,3,,,0,0,2017,Sheffield Wednesday
2018-01-20,17:30,Championship,Matchweek 28,Sat,Home,D,0,0,Cardiff City,50,23277,David Jones,3-5-2,Roger East,Match Report,,14,2,,,0,0,2017,Sheffield Wednesday
2018-01-30,19:45,Championship,Matchweek 29,Tue,Away,D,0,0,Middlesbrough,51,24120,Adam Reach,3-5-1-1,James Linington,Match Report,,12,1,,,0,0,2017,Sheffield Wednesday
2018-02-03,15:00,Championship,Matchweek 30,Sat,Home,L,1,3,Birmingham City,42,25648,Glenn Loovens,3-5-2,Scott Duncan,Match Report,,11,3,,,0,0,2017,Sheffield Wednesday
2018-02-10,12:15,Championship,Matchweek 31,Sat,Away,D,1,1,Barnsley,47,16858,Adam Reach,5-4-1,Lee Probert,Match Report,,14,1,,,1,1,2017,Sheffield Wednesday
2018-02-13,19:45,Championship,Matchweek 32,Tue,Home,W,2,0,Derby County,40,24180,Glenn Loovens,3-5-2,David Coote,Match Report,,8,3,,,0,0,2017,Sheffield Wednesday
2018-02-20,19:45,Championship,Matchweek 33,Tue,Away,L,1,2,Millwall,63,11007,Glenn Loovens,3-4-3,Peter Bankes,Match Report,,5,1,,,0,0,2017,Sheffield Wednesday
2018-02-24,15:00,Championship,Matchweek 34,Sat,Home,L,2,4,Aston Villa,49,28604,Adam Reach,3-5-2,Niel Swarbrick,Match Report,,19,7,,,0,0,2017,Sheffield Wednesday
2018-03-03,15:00,Championship,Matchweek 35,Sat,Away,L,0,4,Bristol City,41,22022,Adam Reach,4-3-3,Tony Harrington,Match Report,,10,0,,,0,0,2017,Sheffield Wednesday
2018-03-06,19:45,Championship,Matchweek 36,Tue,Home,L,1,2,Ipswich Town,59,22733,Glenn Loovens,3-5-2,Oliver Langford,Match Report,,13,2,,,0,0,2017,Sheffield Wednesday
2018-03-10,15:00,Championship,Matchweek 37,Sat,Home,D,1,1,Bolton,53,26809,Tom Lees,3-5-2,Darren Bond,Match Report,,11,2,,,0,0,2017,Sheffield Wednesday
2018-03-17,15:00,Championship,Matchweek 38,Sat,Away,W,2,1,Leeds United,44,31638,Tom Lees,5-3-2,Keith Stroud,Match Report,,11,5,,,0,0,2017,Sheffield Wednesday
2018-03-30,15:00,Championship,Matchweek 39,Fri,Home,W,4,1,Preston,42,26588,Tom Lees,3-5-1-1,Tim Robinson,Match Report,,16,5,,,0,0,2017,Sheffield Wednesday
2018-04-02,15:00,Championship,Matchweek 40,Mon,Away,W,3,1,Sunderland,47,29786,Tom Lees,3-4-1-2,Simon Hooper,Match Report,,8,5,,,0,0,2017,Sheffield Wednesday
2018-04-07,15:00,Championship,Matchweek 41,Sat,Home,L,0,1,Fulham,34,25653,Tom Lees,3-5-2,Steve Martin,Match Report,,4,0,,,0,0,2017,Sheffield Wednesday
2018-04-10,19:45,Championship,Matchweek 42,Tue,Away,L,2,4,QPR,56,12521,Tom Lees,4-3-3,Oliver Langford,Match Report,,13,6,,,0,0,2017,Sheffield Wednesday
2018-04-14,15:00,Championship,Matchweek 43,Sat,Away,W,1,0,Hull City,44,16417,Tom Lees,3-5-2,Scott Duncan,Match Report,,8,3,,,0,0,2017,Sheffield Wednesday
2018-04-21,15:00,Championship,Matchweek 44,Sat,Home,W,3,0,Reading,47,24373,Tom Lees,3-5-2,Jeremy Simpson,Match Report,,14,6,,,0,0,2017,Sheffield Wednesday
2018-04-28,15:00,Championship,Matchweek 45,Sat,Away,D,0,0,Wolves,52,29794,Tom Lees,3-4-3,Simon Hooper,Match Report,,2,0,,,0,0,2017,Sheffield Wednesday
2018-05-06,12:30,Championship,Matchweek 46,Sun,Home,W,5,1,Norwich City,40,28189,Glenn Loovens,3-4-3,Robert Jones,Match Report,,12,8,,,1,1,2017,Sheffield Wednesday
2017-08-05,15:00,Championship,Matchweek 1,Sat,Home,W,2,0,Reading,53,14460,Alex Smithies,3-5-2,Scott Duncan,Match Report,,11,4,,,1,1,2017,Queens Park Rangers
2017-08-12,15:00,Championship,Matchweek 2,Sat,Away,D,1,1,Sheffield Weds,51,25537,Nedum Onuoha,3-5-2,Chris Kavanagh,Match Report,,10,4,,,0,0,2017,Queens Park Rangers
2017-08-16,19:45,Championship,Matchweek 3,Wed,Away,L,0,2,Norwich City,55,26082,Nedum Onuoha,3-5-2,Oliver Langford,Match Report,,9,3,,,0,0,2017,Queens Park Rangers
2017-08-19,15:00,Championship,Matchweek 4,Sat,Home,W,2,1,Hull City,64,12609,Nedum Onuoha,4-1-2-1-2◆,James Linington,Match Report,,11,5,,,0,0,2017,Queens Park Rangers
2017-08-26,15:00,Championship,Matchweek 5,Sat,Away,L,1,2,Cardiff City,49,18520,Nedum Onuoha,4-3-3,Simon Hooper,Match Report,,8,1,,,0,0,2017,Queens Park Rangers
2017-09-09,15:00,Championship,Matchweek 6,Sat,Home,W,2,1,Ipswich Town,55,14060,Nedum Onuoha,3-5-2,Andrew Davies,Match Report,,21,8,,,0,0,2017,Queens Park Rangers
2017-09-12,19:45,Championship,Matchweek 7,Tue,Home,D,2,2,Millwall,69,12600,Nedum Onuoha,3-5-2,Roger East,Match Report,,31,14,,,0,0,2017,Queens Park Rangers
2017-09-16,15:00,Championship,Matchweek 8,Sat,Away,L,2,3,Middlesbrough,36,24790,Massimo Luongo,4-3-3,Darren Bond,Match Report,,10,2,,,0,0,2017,Queens Park Rangers
2017-09-23,15:00,Championship,Matchweek 9,Sat,Home,D,0,0,Burton Albion,63,12500,Luke Freeman,4-3-3,Andy Madley,Match Report,,13,4,,,0,0,2017,Queens Park Rangers
2017-09-26,19:45,Championship,Matchweek 10,Tue,Away,D,1,1,Barnsley,54,10920,Massimo Luongo,4-3-3,Geoff Eltringham,Match Report,,14,4,,,0,0,2017,Queens Park Rangers
2017-09-29,19:45,Championship,Matchweek 11,Fri,Home,L,1,2,Fulham,49,16415,Massimo Luongo,4-1-3-2,Peter Bankes,Match Report,,25,5,,,0,0,2017,Queens Park Rangers
2017-10-14,15:00,Championship,Matchweek 12,Sat,Away,D,1,1,Sunderland,50,26066,Massimo Luongo,3-4-3,Steve Martin,Match Report,,17,12,,,0,0,2017,Queens Park Rangers
2017-10-21,15:00,Championship,Matchweek 13,Sat,Away,D,1,1,Bolton,65,14243,Massimo Luongo,3-4-3,James Linington,Match Report,,15,4,,,0,0,2017,Queens Park Rangers
2017-10-28,15:00,Championship,Matchweek 14,Sat,Home,W,2,1,Wolves,48,16004,Massimo Luongo,3-5-2,Tony Harrington,Match Report,,17,6,,,0,0,2017,Queens Park Rangers
2017-10-31,19:45,Championship,Matchweek 15,Tue,Home,W,1,0,Sheffield Utd,39,13604,Massimo Luongo,4-4-2,Keith Stroud,Match Report,,12,2,,,0,0,2017,Queens Park Rangers
2017-11-04,15:00,Championship,Matchweek 16,Sat,Away,L,0,4,Nott'ham Forest,47,24021,Massimo Luongo,4-4-2,Tim Robinson,Match Report,,14,2,,,0,0,2017,Queens Park Rangers
2017-11-18,15:00,Championship,Matchweek 17,Sat,Home,L,1,2,Aston Villa,51,16934,Massimo Luongo,3-5-2,Darren England,Match Report,,14,4,,,0,0,2017,Queens Park Rangers
2017-11-21,19:45,Championship,Matchweek 18,Tue,Away,L,0,2,Derby County,48,23296,Jack Robinson,3-4-3,Paul Tierney,Match Report,,9,1,,,0,0,2017,Queens Park Rangers
2017-11-27,19:45,Championship,Matchweek 19,Mon,Home,D,2,2,Brentford,49,13410,Massimo Luongo,4-3-3,Steve Martin,Match Report,,16,5,,,0,0,2017,Queens Park Rangers
2017-12-02,15:00,Championship,Matchweek 20,Sat,Away,L,0,1,Preston,34,11290,Massimo Luongo,4-3-3,Jeremy Simpson,Match Report,,9,2,,,0,0,2017,Queens Park Rangers
2017-12-09,15:00,Championship,Matchweek 21,Sat,Home,L,1,3,Leeds United,53,15506,Nedum Onuoha,4-2-3-1,Chris Kavanagh,Match Report,,15,2,,,0,0,2017,Queens Park Rangers
2017-12-16,15:00,Championship,Matchweek 22,Sat,Away,W,2,1,Birmingham City,45,20107,Nedum Onuoha,3-5-2,Mike Jones,Match Report,,11,3,,,0,0,2017,Queens Park Rangers
2017-12-23,15:00,Championship,Matchweek 23,Sat,Home,D,1,1,Bristol City,56,13683,Nedum Onuoha,3-5-2,Andy Madley,Match Report,,8,2,,,0,0,2017,Queens Park Rangers
2017-12-26,15:00,Championship,Matchweek 24,Tue,Away,D,0,0,Ipswich Town,47,18696,Nedum Onuoha,3-4-3,Andrew Davies,Match Report,,9,3,,,0,0,2017,Queens Park Rangers
2017-12-29,19:45,Championship,Matchweek 25,Fri,Away,L,0,1,Millwall,46,16601,Nedum Onuoha,3-1-4-2,Keith Stroud,Match Report,,14,4,,,0,0,2017,Queens Park Rangers
