date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2018-12-15,15:00,Championship,Matchweek 22,Sat,Away,W,1,0,Bolton,0.6,0.1,69.0,17484.0,Pablo Hernández,4-1-4-1,Robert Jones,Match Report,,12.0,4.0,18.6,0.0,0.0,0.0,2018,Leeds United
2018-12-23,13:30,Championship,Matchweek 23,Sun,Away,W,3,2,Aston Villa,1.0,0.8,65.0,41411.0,Luke Ayling,4-2-3-1,Andy Madley,Match Report,,16.0,7.0,16.4,1.0,0.0,0.0,2018,Leeds United
2018-12-26,15:00,Championship,Matchweek 24,Wed,Home,W,3,2,Blackburn,2.2,1.1,71.0,34863.0,Luke Ayling,4-1-4-1,Steve Martin,Match Report,,24.0,10.0,17.6,1.0,0.0,0.0,2018,Leeds United
2018-12-29,15:00,Championship,Matchweek 25,Sat,Home,L,0,2,Hull City,1.2,1.3,72.0,35754.0,Luke Ayling,4-1-4-1,John Brooks,Match Report,,22.0,5.0,19.0,1.0,0.0,0.0,2018,Leeds United
2019-01-01,15:00,Championship,Matchweek 26,Tue,Away,L,2,4,Nott'ham Forest,2.1,1.6,62.0,29530.0,Luke Ayling,4-1-4-1,Darren England,Match Report,,14.0,6.0,15.1,1.0,0.0,0.0,2018,Leeds United
2019-01-11,19:45,Championship,Matchweek 27,Fri,Home,W,2,0,Derby County,2.7,0.3,62.0,34668.0,Liam Cooper,4-1-4-1,Andrew Davies,Match Report,,15.0,5.0,13.9,0.0,0.0,0.0,2018,Leeds United
2019-01-19,15:00,Championship,Matchweek 28,Sat,Away,L,1,2,Stoke City,0.8,1.1,71.0,28586.0,Liam Cooper,4-1-4-1,Gavin Ward,Match Report,,17.0,4.0,22.0,0.0,0.0,0.0,2018,Leeds United
2019-01-26,15:00,Championship,Matchweek 29,Sat,Away,W,2,1,Rotherham Utd,1.4,0.2,69.0,11259.0,Liam Cooper,4-1-4-1,Tim Robinson,Match Report,,14.0,4.0,16.3,1.0,0.0,0.0,2018,Leeds United
2019-02-02,17:30,Championship,Matchweek 30,Sat,Home,L,1,3,Norwich City,1.2,1.5,62.0,36524.0,Liam Cooper,4-1-4-1,Stuart Attwell,Match Report,,21.0,6.0,19.2,1.0,0.0,0.0,2018,Leeds United
2019-02-09,13:00,Championship,Matchweek 31,Sat,Away,D,1,1,Middlesbrough,2.1,1.7,69.0,30881.0,Liam Cooper,4-1-4-1,Darren England,Match Report,,17.0,4.0,17.1,0.0,0.0,0.0,2018,Leeds United
2019-02-13,19:45,Championship,Matchweek 32,Wed,Home,W,2,1,Swansea City,1.4,1.3,60.0,34044.0,Liam Cooper,4-1-4-1,David Webb,Match Report,,19.0,7.0,19.1,0.0,0.0,0.0,2018,Leeds United
2019-02-23,15:00,Championship,Matchweek 34,Sat,Home,W,2,1,Bolton,2.5,1.8,67.0,34144.0,Liam Cooper,4-1-4-1,Tony Harrington,Match Report,,20.0,7.0,19.9,1.0,1.0,1.0,2018,Leeds United
2019-02-26,19:45,Championship,Matchweek 33,Tue,Away,L,0,1,QPR,0.9,1.3,62.0,14763.0,Liam Cooper,4-1-4-1,Andrew Davies,Match Report,,12.0,4.0,17.4,0.0,0.0,0.0,2018,Leeds United
2019-03-01,19:45,Championship,Matchweek 35,Fri,Home,W,4,0,West Brom,2.4,0.3,55.0,35888.0,Liam Cooper,4-1-4-1,Tim Robinson,Match Report,,13.0,9.0,20.3,0.0,0.0,0.0,2018,Leeds United
2019-03-09,15:00,Championship,Matchweek 36,Sat,Away,W,1,0,Bristol City,1.3,0.2,52.0,24832.0,Liam Cooper,4-1-4-1,Peter Bankes,Match Report,,16.0,3.0,20.9,0.0,0.0,0.0,2018,Leeds United
2019-03-12,20:00,Championship,Matchweek 37,Tue,Away,W,3,0,Reading,1.6,0.7,60.0,17101.0,Liam Cooper,4-1-4-1,Gavin Ward,Match Report,,13.0,6.0,17.7,0.0,0.0,0.0,2018,Leeds United
2019-03-16,12:30,Championship,Matchweek 38,Sat,Home,L,0,1,Sheffield Utd,1.5,1.0,69.0,37004.0,Liam Cooper,4-1-4-1,David Coote,Match Report,,17.0,0.0,16.9,0.0,0.0,0.0,2018,Leeds United
2019-03-30,15:00,Championship,Matchweek 39,Sat,Home,W,3,2,Millwall,2.9,1.4,68.0,34910.0,Liam Cooper,4-1-4-1,Darren Bond,Match Report,,17.0,7.0,19.2,1.0,0.0,1.0,2018,Leeds United
2019-04-06,15:00,Championship,Matchweek 40,Sat,Away,L,0,1,Birmingham City,1.7,0.9,72.0,24197.0,Liam Cooper,4-1-4-1,Mike Dean,Match Report,,9.0,1.0,12.7,1.0,0.0,0.0,2018,Leeds United
2019-04-09,19:45,Championship,Matchweek 41,Tue,Away,W,2,0,Preston,1.4,0.3,58.0,18019.0,Liam Cooper,4-1-4-1,Robert Jones,Match Report,,22.0,7.0,20.9,1.0,0.0,0.0,2018,Leeds United
2019-04-13,17:30,Championship,Matchweek 42,Sat,Home,W,1,0,Sheffield Weds,2.6,0.4,61.0,36461.0,Luke Ayling,3-4-3,Tim Robinson,Match Report,,28.0,5.0,16.3,0.0,0.0,0.0,2018,Leeds United
2019-04-19,15:00,Championship,Matchweek 43,Fri,Home,L,1,2,Wigan Athletic,3.5,1.0,76.0,34758.0,Luke Ayling,4-1-4-1,Scott Duncan,Match Report,,35.0,8.0,18.5,0.0,0.0,1.0,2018,Leeds United
2019-04-22,17:15,Championship,Matchweek 44,Mon,Away,L,0,2,Brentford,1.0,0.7,62.0,11580.0,Liam Cooper,4-1-4-1,James Linington,Match Report,,18.0,3.0,19.6,0.0,0.0,0.0,2018,Leeds United
2019-04-28,12:00,Championship,Matchweek 45,Sun,Home,D,1,1,Aston Villa,1.2,1.1,68.0,36786.0,Liam Cooper,4-1-4-1,Stuart Attwell,Match Report,,27.0,4.0,20.1,0.0,0.0,0.0,2018,Leeds United
2019-05-05,12:30,Championship,Matchweek 46,Sun,Away,L,2,3,Ipswich Town,4.2,0.7,65.0,20895.0,Liam Cooper,4-1-4-1,Gavin Ward,Match Report,,26.0,7.0,15.6,0.0,0.0,1.0,2018,Leeds United
2019-05-11,17:15,Championship,Semi-finals,Sat,Away,W,1,0,Derby County,0.8,0.4,56.0,31723.0,Liam Cooper,4-1-4-1,Craig Pawson,Match Report,Leg 1 of 2,12.0,3.0,18.4,0.0,0.0,0.0,2018,Leeds United
2019-05-15,19:45,Championship,Semi-finals,Wed,Home,L,2,4,Derby County,1.9,2.3,56.0,36326.0,Liam Cooper,4-1-4-1,Anthony Taylor,Match Report,Leg 2 of 2; Derby County won,22.0,8.0,16.8,1.0,0.0,0.0,2018,Leeds United
2018-08-04,15:00,Championship,Matchweek 1,Sat,Home,L,1,2,Bolton,1.5,1.2,71.0,25901.0,Chris Brunt,4-4-1-1,Geoff Eltringham,Match Report,,20.0,3.0,18.4,1.0,0.0,0.0,2018,West Bromwich Albion
2018-08-07,19:45,Championship,Matchweek 4,Tue,Away,D,1,1,Nott'ham Forest,2.0,1.1,43.0,27850.0,Chris Brunt,4-4-1-1,Darren England,Match Report,,10.0,2.0,15.5,0.0,0.0,0.0,2018,West Bromwich Albion
2018-08-11,15:00,Championship,Matchweek 2,Sat,Away,W,4,3,Norwich City,1.4,3.5,41.0,25144.0,Chris Brunt,4-4-1-1,Lee Mason,Match Report,,12.0,6.0,20.2,0.0,1.0,1.0,2018,West Bromwich Albion
2018-08-18,15:00,Championship,Matchweek 3,Sat,Home,W,7,1,QPR,4.2,0.7,56.0,22753.0,Chris Brunt,3-4-1-2,Tony Harrington,Match Report,,13.0,7.0,19.2,1.0,2.0,2.0,2018,West Bromwich Albion
2018-08-24,19:45,Championship,Matchweek 5,Fri,Away,L,0,1,Middlesbrough,0.6,1.9,61.0,22906.0,Chris Brunt,3-4-1-2,John Brooks,Match Report,,13.0,2.0,23.4,0.0,0.0,0.0,2018,West Bromwich Albion
2018-09-01,15:00,Championship,Matchweek 6,Sat,Home,W,2,1,Stoke City,1.5,1.7,43.0,25183.0,Chris Brunt,3-4-1-2,Simon Hooper,Match Report,,12.0,6.0,16.3,0.0,0.0,0.0,2018,West Bromwich Albion
2018-09-14,19:45,Championship,Matchweek 7,Fri,Away,D,1,1,Birmingham City,1.7,2.8,60.0,22715.0,Chris Brunt,3-4-1-2,Andy Madley,Match Report,,15.0,3.0,15.9,0.0,0.0,0.0,2018,West Bromwich Albion
2018-09-18,20:00,Championship,Matchweek 8,Tue,Home,W,4,2,Bristol City,2.5,1.9,48.0,22051.0,Craig Dawson,3-4-1-2,Jeremy Simpson,Match Report,,10.0,6.0,17.7,1.0,1.0,1.0,2018,West Bromwich Albion
2018-09-22,15:00,Championship,Matchweek 9,Sat,Home,W,2,0,Millwall,1.4,0.4,61.0,23563.0,Chris Brunt,3-4-1-2,Tim Robinson,Match Report,,16.0,4.0,19.2,0.0,0.0,0.0,2018,West Bromwich Albion
2018-09-29,15:00,Championship,Matchweek 10,Sat,Away,W,3,2,Preston,1.8,1.2,55.0,14099.0,Jake Livermore,3-4-1-2,Tony Harrington,Match Report,,12.0,7.0,18.8,1.0,0.0,0.0,2018,West Bromwich Albion
2018-10-03,19:45,Championship,Matchweek 11,Wed,Away,D,2,2,Sheffield Weds,1.0,1.2,60.0,22150.0,Chris Brunt,3-4-1-2,Oliver Langford,Match Report,,19.0,4.0,18.5,1.0,0.0,0.0,2018,West Bromwich Albion
2018-10-06,15:00,Championship,Matchweek 12,Sat,Home,W,4,1,Reading,3.2,0.8,66.0,22865.0,Gareth Barry,3-4-1-2,Darren England,Match Report,,14.0,5.0,13.6,0.0,0.0,0.0,2018,West Bromwich Albion
2018-10-20,15:00,Championship,Matchweek 13,Sat,Away,L,0,1,Wigan Athletic,0.4,1.7,54.0,12739.0,Chris Brunt,3-4-1-2,Jeremy Simpson,Match Report,,7.0,1.0,18.7,1.0,0.0,0.0,2018,West Bromwich Albion
2018-10-24,20:00,Championship,Matchweek 14,Wed,Home,L,1,4,Derby County,1.7,1.5,50.0,22848.0,Chris Brunt,3-4-1-2,Robert Jones,Match Report,,16.0,5.0,19.1,3.0,0.0,0.0,2018,West Bromwich Albion
2018-10-27,15:00,Championship,Matchweek 15,Sat,Home,D,1,1,Blackburn,3.2,0.7,51.0,23820.0,Jake Livermore,3-4-1-2,Scott Duncan,Match Report,,20.0,5.0,14.6,1.0,0.0,0.0,2018,West Bromwich Albion
2018-11-03,15:00,Championship,Matchweek 16,Sat,Away,L,0,1,Hull City,0.9,1.3,57.0,11916.0,Chris Brunt,3-4-1-2,Keith Stroud,Match Report,,9.0,1.0,17.3,1.0,0.0,0.0,2018,West Bromwich Albion
2018-11-10,17:30,Championship,Matchweek 17,Sat,Home,W,4,1,Leeds United,1.4,0.8,29.0,25661.0,Jake Livermore,4-2-2-2,Lee Mason,Match Report,,20.0,6.0,19.2,0.0,0.0,0.0,2018,West Bromwich Albion
2018-11-23,19:45,Championship,Matchweek 18,Fri,Away,W,2,1,Ipswich Town,2.6,0.9,44.0,22995.0,Jake Livermore,4-3-3,Keith Stroud,Match Report,,13.0,3.0,12.6,0.0,0.0,0.0,2018,West Bromwich Albion
2018-11-28,19:45,Championship,Matchweek 19,Wed,Away,W,2,1,Swansea City,1.2,1.2,43.0,17865.0,Jake Livermore,4-3-3,James Linington,Match Report,,11.0,3.0,16.9,0.0,0.0,0.0,2018,West Bromwich Albion
2018-12-03,20:00,Championship,Matchweek 20,Mon,Home,D,1,1,Brentford,2.7,0.9,55.0,20949.0,Jake Livermore,4-4-2,Darren Bond,Match Report,,23.0,5.0,17.5,0.0,0.0,0.0,2018,West Bromwich Albion
2018-12-07,20:00,Championship,Matchweek 21,Fri,Home,D,2,2,Aston Villa,2.1,1.3,52.0,26513.0,Jake Livermore,4-3-3,Darren England,Match Report,,14.0,6.0,17.0,0.0,0.0,0.0,2018,West Bromwich Albion
2018-12-14,19:45,Championship,Matchweek 22,Fri,Away,W,2,1,Sheffield Utd,1.6,1.0,52.0,23400.0,Jake Livermore,4-4-2,Jeremy Simpson,Match Report,,14.0,5.0,19.1,1.0,0.0,0.0,2018,West Bromwich Albion
2018-12-22,15:00,Championship,Matchweek 23,Sat,Away,W,4,0,Rotherham Utd,1.6,2.1,57.0,10593.0,Jake Livermore,4-3-3,Tony Harrington,Match Report,,11.0,5.0,17.0,1.0,0.0,0.0,2018,West Bromwich Albion
2018-12-26,15:00,Championship,Matchweek 24,Wed,Home,W,2,0,Wigan Athletic,1.2,0.9,58.0,25555.0,Jake Livermore,4-3-3,Robert Jones,Match Report,,17.0,5.0,19.6,0.0,0.0,0.0,2018,West Bromwich Albion
2018-12-29,15:00,Championship,Matchweek 25,Sat,Home,D,1,1,Sheffield Weds,0.7,1.4,60.0,26548.0,Chris Brunt,4-3-3,Andrew Davies,Match Report,,11.0,4.0,19.0,0.0,0.0,0.0,2018,West Bromwich Albion
2019-01-01,15:00,Championship,Matchweek 26,Tue,Away,L,1,2,Blackburn,1.6,0.9,53.0,14258.0,Gareth Barry,4-4-1-1,Oliver Langford,Match Report,,13.0,5.0,14.5,0.0,1.0,1.0,2018,West Bromwich Albion
2019-01-12,15:00,Championship,Matchweek 27,Sat,Home,D,1,1,Norwich City,1.2,1.1,49.0,26544.0,Chris Brunt,4-3-3,Darren England,Match Report,,14.0,5.0,17.5,0.0,0.0,0.0,2018,West Bromwich Albion
2019-01-21,20:00,Championship,Matchweek 28,Mon,Away,W,2,0,Bolton,1.9,0.6,50.0,14750.0,Chris Brunt,4-3-3,David Webb,Match Report,,12.0,2.0,17.0,2.0,0.0,0.0,2018,West Bromwich Albion
2019-02-02,15:00,Championship,Matchweek 30,Sat,Home,L,2,3,Middlesbrough,1.6,0.7,65.0,24863.0,Gareth Barry,4-3-3,Tim Robinson,Match Report,,19.0,6.0,17.2,1.0,0.0,0.0,2018,West Bromwich Albion
2019-02-09,17:30,Championship,Matchweek 31,Sat,Away,W,1,0,Stoke City,1.2,0.7,49.0,26828.0,Gareth Barry,4-3-3,Jeremy Simpson,Match Report,,11.0,2.0,21.8,0.0,0.0,0.0,2018,West Bromwich Albion
2019-02-12,20:00,Championship,Matchweek 32,Tue,Home,D,2,2,Nott'ham Forest,1.6,1.6,67.0,22691.0,Jake Livermore,4-3-3,Lee Mason,Match Report,,13.0,3.0,23.5,0.0,1.0,1.0,2018,West Bromwich Albion
2019-02-16,15:00,Championship,Matchweek 33,Sat,Away,W,2,0,Aston Villa,0.5,1.1,38.0,39263.0,Gareth Barry,4-3-3,James Linington,Match Report,,10.0,3.0,16.8,0.0,0.0,0.0,2018,West Bromwich Albion
2019-02-19,19:45,Championship,Matchweek 29,Tue,Away,W,3,2,QPR,2.0,1.8,55.0,12257.0,Jake Livermore,4-3-3,John Brooks,Match Report,,10.0,5.0,13.6,0.0,0.0,0.0,2018,West Bromwich Albion
2019-02-23,17:30,Championship,Matchweek 34,Sat,Home,L,0,1,Sheffield Utd,1.0,0.5,56.0,24928.0,Gareth Barry,4-3-3,Oliver Langford,Match Report,,17.0,3.0,17.4,0.0,0.0,0.0,2018,West Bromwich Albion
2019-03-01,19:45,Championship,Matchweek 35,Fri,Away,L,0,4,Leeds United,0.3,2.4,45.0,35888.0,Gareth Barry,4-3-3,Tim Robinson,Match Report,,7.0,1.0,24.1,2.0,0.0,0.0,2018,West Bromwich Albion
2019-03-09,15:00,Championship,Matchweek 36,Sat,Home,D,1,1,Ipswich Town,1.5,1.1,48.0,23973.0,Jake Livermore,4-3-3,Andy Woolmer,Match Report,,16.0,5.0,18.5,3.0,0.0,0.0,2018,West Bromwich Albion
2019-03-13,20:00,Championship,Matchweek 37,Wed,Home,W,3,0,Swansea City,1.7,2.7,30.0,20282.0,Chris Brunt,4-3-3,Scott Duncan,Match Report,,17.0,5.0,19.7,1.0,0.0,0.0,2018,West Bromwich Albion
2019-03-16,15:00,Championship,Matchweek 38,Sat,Away,W,1,0,Brentford,0.7,1.0,35.0,11488.0,Chris Brunt,4-3-3,Andy Madley,Match Report,,11.0,6.0,22.0,3.0,0.0,0.0,2018,West Bromwich Albion
2019-03-29,20:00,Championship,Matchweek 39,Fri,Home,W,3,2,Birmingham City,2.0,0.8,58.0,24789.0,Chris Brunt,4-3-3,David Webb,Match Report,,10.0,2.0,16.9,1.0,1.0,1.0,2018,West Bromwich Albion
2019-04-06,15:00,Championship,Matchweek 40,Sat,Away,L,0,2,Millwall,1.2,1.4,54.0,15303.0,Chris Brunt,4-3-3,James Linington,Match Report,,8.0,1.0,25.4,1.0,0.0,1.0,2018,West Bromwich Albion
2019-04-09,19:45,Championship,Matchweek 41,Tue,Away,L,2,3,Bristol City,2.5,2.7,61.0,20581.0,Jake Livermore,4-3-3,Simon Hooper,Match Report,,13.0,5.0,14.1,0.0,0.0,0.0,2018,West Bromwich Albion
2019-04-13,15:00,Championship,Matchweek 42,Sat,Home,W,4,1,Preston,2.4,0.6,41.0,25088.0,Chris Brunt,3-5-2,Roger East,Match Report,,23.0,10.0,16.8,1.0,0.0,0.0,2018,West Bromwich Albion
2019-04-19,15:00,Championship,Matchweek 43,Fri,Home,W,3,2,Hull City,1.8,0.6,57.0,23501.0,Chris Brunt,3-5-2,Peter Bankes,Match Report,,10.0,4.0,16.1,1.0,0.0,0.0,2018,West Bromwich Albion
2019-04-22,15:00,Championship,Matchweek 44,Mon,Away,D,0,0,Reading,0.7,0.7,45.0,17255.0,Kyle Bartley,3-4-3,Gavin Ward,Match Report,,14.0,4.0,21.8,0.0,0.0,0.0,2018,West Bromwich Albion
2019-04-27,15:00,Championship,Matchweek 45,Sat,Home,W,2,1,Rotherham Utd,1.9,1.2,51.0,24534.0,Chris Brunt,3-5-2,Robert Jones,Match Report,,9.0,1.0,18.2,0.0,1.0,1.0,2018,West Bromwich Albion
2019-05-05,12:30,Championship,Matchweek 46,Sun,Away,L,1,3,Derby County,1.1,3.3,40.0,32055.0,Kyle Bartley,3-4-3,Tim Robinson,Match Report,,8.0,2.0,16.7,1.0,0.0,0.0,2018,West Bromwich Albion
2019-05-11,12:30,Championship,Semi-finals,Sat,Away,L,1,2,Aston Villa,0.2,1.6,32.0,40754.0,Chris Brunt,3-4-3,Graham Scott,Match Report,Leg 1 of 2,5.0,2.0,22.0,0.0,0.0,0.0,2018,West Bromwich Albion
2019-05-14,20:00,Championship,Semi-finals,Tue,Home,W,1 (3),0 (4),Aston Villa,1.3,1.4,27.0,25702.0,Chris Brunt,5-4-1,Chris Kavanagh,Match Report,Leg 2 of 2; Aston Villa won; Aston Villa won on penalty kicks following extra time,10.0,2.0,20.5,0.0,0.0,0.0,2018,West Bromwich Albion
2018-08-06,19:45,Championship,Matchweek 1,Mon,Away,W,3,1,Hull City,0.9,0.8,49.0,14071.0,James Chester,4-4-1-1,Andy Madley,Match Report,,9.0,5.0,17.6,1.0,0.0,0.0,2018,Aston Villa
2018-08-11,15:00,Championship,Matchweek 2,Sat,Home,W,3,2,Wigan Athletic,1.9,1.2,48.0,34331.0,James Chester,4-4-1-1,Jeremy Simpson,Match Report,,17.0,6.0,16.5,0.0,0.0,0.0,2018,Aston Villa
2018-08-18,15:00,Championship,Matchweek 3,Sat,Away,D,1,1,Ipswich Town,0.5,0.8,61.0,17824.0,James Chester,4-4-1-1,Tim Robinson,Match Report,,10.0,3.0,16.3,0.0,0.0,0.0,2018,Aston Villa
2018-08-22,19:45,Championship,Matchweek 4,Wed,Home,D,2,2,Brentford,1.0,1.6,57.0,30011.0,James Chester,4-4-1-1,Jonathan Moss,Match Report,,17.0,8.0,15.9,0.0,0.0,0.0,2018,Aston Villa
2018-08-25,15:00,Championship,Matchweek 5,Sat,Home,D,1,1,Reading,1.7,2.1,59.0,33405.0,James Chester,4-4-1-1,Darren England,Match Report,,21.0,8.0,19.5,1.0,0.0,0.0,2018,Aston Villa
2018-09-01,15:00,Championship,Matchweek 6,Sat,Away,L,1,4,Sheffield Utd,0.4,0.9,60.0,26030.0,James Chester,4-4-1-1,James Linington,Match Report,,9.0,2.0,24.8,1.0,0.0,0.0,2018,Aston Villa
2018-09-15,17:30,Championship,Matchweek 7,Sat,Away,D,1,1,Blackburn,0.9,1.0,51.0,15982.0,James Chester,4-4-1-1,Steve Martin,Match Report,,15.0,5.0,18.6,1.0,0.0,0.0,2018,Aston Villa
2018-09-18,19:45,Championship,Matchweek 8,Tue,Home,W,2,0,Rotherham Utd,1.4,0.6,60.0,27991.0,James Chester,4-4-2,Andrew Davies,Match Report,,14.0,4.0,13.6,1.0,0.0,0.0,2018,Aston Villa
2018-09-22,15:00,Championship,Matchweek 9,Sat,Home,L,1,2,Sheffield Weds,1.5,1.3,54.0,35572.0,James Chester,4-4-2,David Webb,Match Report,,18.0,3.0,19.2,1.0,0.0,0.0,2018,Aston Villa
2018-09-28,20:00,Championship,Matchweek 10,Fri,Away,D,1,1,Bristol City,0.5,0.3,53.0,24224.0,James Chester,4-2-3-1,Tim Robinson,Match Report,,12.0,5.0,20.2,0.0,0.0,0.0,2018,Aston Villa
2018-10-02,19:45,Championship,Matchweek 11,Tue,Home,D,3,3,Preston,1.5,2.6,43.0,27331.0,James Chester,4-2-3-1,Peter Bankes,Match Report,,11.0,5.0,17.6,0.0,0.0,1.0,2018,Aston Villa
2018-10-06,15:00,Championship,Matchweek 12,Sat,Away,L,1,2,Millwall,0.8,1.1,62.0,14491.0,Alan Hutton,4-4-1-1,Tony Harrington,Match Report,,6.0,3.0,20.8,1.0,0.0,0.0,2018,Aston Villa
2018-10-20,15:00,Championship,Matchweek 13,Sat,Home,W,1,0,Swansea City,1.8,1.5,47.0,41326.0,James Chester,4-4-1-1,Andy Madley,Match Report,,11.0,5.0,15.9,1.0,0.0,0.0,2018,Aston Villa
2018-10-23,19:45,Championship,Matchweek 14,Tue,Away,L,1,2,Norwich City,0.6,0.7,52.0,24977.0,James Chester,4-4-1-1,Simon Hooper,Match Report,,8.0,1.0,17.9,2.0,0.0,0.0,2018,Aston Villa
2018-10-26,19:45,Championship,Matchweek 15,Fri,Away,L,0,1,QPR,1.4,1.1,66.0,16036.0,James Chester,4-4-1-1,Darren England,Match Report,,18.0,5.0,17.9,1.0,0.0,0.0,2018,Aston Villa
2018-11-02,19:45,Championship,Matchweek 16,Fri,Home,W,2,0,Bolton,1.9,1.0,59.0,30802.0,James Chester,4-4-1-1,Oliver Langford,Match Report,,17.0,3.0,18.3,0.0,0.0,0.0,2018,Aston Villa
2018-11-10,15:00,Championship,Matchweek 17,Sat,Away,W,3,0,Derby County,2.7,0.9,53.0,30400.0,James Chester,4-4-1-1,John Brooks,Match Report,,21.0,5.0,15.2,2.0,0.0,0.0,2018,Aston Villa
2018-11-25,12:00,Championship,Matchweek 18,Sun,Home,W,4,2,Birmingham City,2.5,1.6,72.0,41200.0,James Chester,4-4-1-1,Robert Jones,Match Report,,11.0,4.0,16.2,1.0,1.0,1.0,2018,Aston Villa
2018-11-28,19:45,Championship,Matchweek 19,Wed,Home,D,5,5,Nott'ham Forest,3.5,1.5,63.0,32868.0,James Chester,4-3-3,Simon Hooper,Match Report,,25.0,10.0,16.6,0.0,1.0,1.0,2018,Aston Villa
2018-12-01,17:30,Championship,Matchweek 20,Sat,Away,W,3,0,Middlesbrough,2.8,0.5,57.0,23424.0,James Chester,4-4-1-1,Andrew Davies,Match Report,,21.0,8.0,16.1,0.0,0.0,0.0,2018,Aston Villa
2018-12-07,20:00,Championship,Matchweek 21,Fri,Away,D,2,2,West Brom,1.3,2.1,48.0,26513.0,James Chester,4-3-3,Darren England,Match Report,,15.0,7.0,18.4,0.0,0.0,0.0,2018,Aston Villa
2018-12-15,15:00,Championship,Matchweek 22,Sat,Home,D,2,2,Stoke City,2.2,1.6,56.0,36999.0,James Chester,4-1-4-1,Peter Bankes,Match Report,,8.0,4.0,19.7,1.0,1.0,1.0,2018,Aston Villa
2018-12-23,13:30,Championship,Matchweek 23,Sun,Home,L,2,3,Leeds United,0.8,1.0,35.0,41411.0,James Chester,4-1-4-1,Andy Madley,Match Report,,10.0,2.0,18.7,0.0,0.0,0.0,2018,Aston Villa
2018-12-26,15:00,Championship,Matchweek 24,Wed,Away,W,1,0,Swansea City,1.2,2.5,41.0,20775.0,James Chester,4-1-4-1,Roger East,Match Report,,13.0,5.0,16.3,1.0,0.0,0.0,2018,Aston Villa
2018-12-29,15:00,Championship,Matchweek 25,Sat,Away,D,1,1,Preston,1.7,2.0,60.0,19126.0,James Chester,4-1-4-1,Geoff Eltringham,Match Report,,15.0,4.0,17.9,0.0,0.0,0.0,2018,Aston Villa
2019-01-01,15:00,Championship,Matchweek 26,Tue,Home,D,2,2,QPR,1.9,1.2,60.0,37760.0,James Chester,4-3-3,James Linington,Match Report,,22.0,5.0,17.2,1.0,0.0,0.0,2018,Aston Villa
2019-01-12,15:00,Championship,Matchweek 27,Sat,Away,L,0,3,Wigan Athletic,0.4,2.0,50.0,13882.0,James Chester,4-1-4-1,Tony Harrington,Match Report,,4.0,0.0,21.7,0.0,0.0,0.0,2018,Aston Villa
2019-01-19,15:00,Championship,Matchweek 28,Sat,Home,D,2,2,Hull City,1.8,2.3,60.0,33619.0,James Chester,4-3-3,Darren Bond,Match Report,,18.0,2.0,16.8,1.0,0.0,0.0,2018,Aston Villa
2019-01-26,15:00,Championship,Matchweek 29,Sat,Home,W,2,1,Ipswich Town,3.0,0.9,46.0,33653.0,James Chester,4-1-4-1,Keith Stroud,Match Report,,22.0,12.0,19.3,1.0,1.0,1.0,2018,Aston Villa
2019-02-02,15:00,Championship,Matchweek 30,Sat,Away,D,0,0,Reading,1.4,0.4,43.0,17458.0,Alan Hutton,4-1-4-1,Geoff Eltringham,Match Report,,13.0,3.0,18.8,1.0,0.0,0.0,2018,Aston Villa
2019-02-08,19:45,Championship,Matchweek 31,Fri,Home,D,3,3,Sheffield Utd,1.5,2.8,56.0,34892.0,Alan Hutton,4-1-4-1,Tony Harrington,Match Report,,12.0,5.0,15.5,1.0,0.0,0.0,2018,Aston Villa
2019-02-13,19:45,Championship,Matchweek 32,Wed,Away,L,0,1,Brentford,0.7,2.1,38.0,9636.0,Alan Hutton,4-1-4-1,Gavin Ward,Match Report,,6.0,3.0,17.5,0.0,0.0,0.0,2018,Aston Villa
2019-02-16,15:00,Championship,Matchweek 33,Sat,Home,L,0,2,West Brom,1.1,0.5,62.0,39263.0,Alan Hutton,4-1-4-1,James Linington,Match Report,,11.0,2.0,16.0,0.0,0.0,0.0,2018,Aston Villa
2019-02-23,15:00,Championship,Matchweek 34,Sat,Away,D,1,1,Stoke City,0.5,0.4,61.0,27975.0,Alan Hutton,4-4-2,David Webb,Match Report,,10.0,3.0,20.2,2.0,0.0,0.0,2018,Aston Villa
2019-03-02,15:00,Championship,Matchweek 35,Sat,Home,W,4,0,Derby County,2.2,0.1,54.0,37273.0,Jack Grealish,4-3-3,Lee Mason,Match Report,,13.0,6.0,15.4,0.0,0.0,0.0,2018,Aston Villa
2019-03-10,12:00,Championship,Matchweek 36,Sun,Away,W,1,0,Birmingham City,2.1,1.2,53.0,26631.0,Jack Grealish,4-3-3,Tim Robinson,Match Report,,9.0,2.0,15.7,0.0,0.0,0.0,2018,Aston Villa
2019-03-13,19:45,Championship,Matchweek 37,Wed,Away,W,3,1,Nott'ham Forest,1.3,0.6,48.0,29224.0,Jack Grealish,4-3-3,Mike Dean,Match Report,,11.0,4.0,13.5,1.0,0.0,0.0,2018,Aston Villa
2019-03-16,15:00,Championship,Matchweek 38,Sat,Home,W,3,0,Middlesbrough,1.9,0.4,60.0,36263.0,Jack Grealish,4-1-4-1,Darren Bond,Match Report,,18.0,5.0,19.4,0.0,0.0,0.0,2018,Aston Villa
